document_id,parent_document_id,document_type,split,variant_profile,image_path,annotation_path,rotation_degrees,blur_radius,noise_sigma,jpeg_quality
1099_nec_2026_000127_scan_hard_02,1099_nec_2026_000127,1099_nec,validation,hard,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000127_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000127_scan_hard_02.json,-1.0431,0.6582,9.7823,53
1099_nec_2026_000128_scan_mild_01,1099_nec_2026_000128,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000128_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000128_scan_mild_01.json,-0.7393,0.4498,3.7449,87
1099_nec_2026_000128_scan_hard_02,1099_nec_2026_000128,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000128_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000128_scan_hard_02.json,-1.4316,0.9147,5.9047,68
1099_nec_2026_000129_scan_mild_01,1099_nec_2026_000129,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000129_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000129_scan_mild_01.json,-0.3436,0.5366,4.3616,84
1099_nec_2026_000129_scan_hard_02,1099_nec_2026_000129,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000129_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000129_scan_hard_02.json,2.179,0.936,8.6802,57
1099_nec_2026_000130_scan_mild_01,1099_nec_2026_000130,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000130_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000130_scan_mild_01.json,1.2178,0.5802,4.6479,83
1099_nec_2026_000130_scan_hard_02,1099_nec_2026_000130,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000130_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000130_scan_hard_02.json,0.1449,0.7023,9.4576,61
1099_nec_2026_000131_scan_mild_01,1099_nec_2026_000131,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000131_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000131_scan_mild_01.json,1.1273,0.4344,4.7424,84
1099_nec_2026_000131_scan_hard_02,1099_nec_2026_000131,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000131_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000131_scan_hard_02.json,-1.6034,1.173,8.2221,58
1099_nec_2026_000132_scan_mild_01,1099_nec_2026_000132,1099_nec,validation,mild,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000132_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000132_scan_mild_01.json,0.2847,0.187,3.1294,87
1099_nec_2026_000132_scan_hard_02,1099_nec_2026_000132,1099_nec,validation,hard,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000132_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000132_scan_hard_02.json,0.9831,1.1607,9.1023,64
1099_nec_2026_000133_scan_mild_01,1099_nec_2026_000133,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000133_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000133_scan_mild_01.json,-0.9502,0.2559,4.2446,75
1099_nec_2026_000133_scan_hard_02,1099_nec_2026_000133,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000133_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000133_scan_hard_02.json,0.5395,1.155,5.1185,49
1099_nec_2026_000134_scan_mild_01,1099_nec_2026_000134,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000134_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000134_scan_mild_01.json,1.0548,0.444,2.1983,84
1099_nec_2026_000134_scan_hard_02,1099_nec_2026_000134,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000134_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000134_scan_hard_02.json,0.3163,1.2211,9.1356,57
1099_nec_2026_000135_scan_mild_01,1099_nec_2026_000135,1099_nec,validation,mild,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000135_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000135_scan_mild_01.json,1.1445,0.2092,4.1507,89
1099_nec_2026_000135_scan_hard_02,1099_nec_2026_000135,1099_nec,validation,hard,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000135_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000135_scan_hard_02.json,-1.8882,1.3194,6.8054,66
1099_nec_2026_000136_scan_mild_01,1099_nec_2026_000136,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000136_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000136_scan_mild_01.json,0.6593,0.6145,2.6771,72
1099_nec_2026_000136_scan_hard_02,1099_nec_2026_000136,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000136_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000136_scan_hard_02.json,-0.304,1.0907,7.0266,48
1099_nec_2026_000137_scan_mild_01,1099_nec_2026_000137,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000137_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000137_scan_mild_01.json,-0.7969,0.5212,2.9005,81
1099_nec_2026_000137_scan_hard_02,1099_nec_2026_000137,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000137_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000137_scan_hard_02.json,0.6067,0.9728,8.5629,65
1099_nec_2026_000138_scan_mild_01,1099_nec_2026_000138,1099_nec,validation,mild,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000138_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000138_scan_mild_01.json,0.998,0.6187,4.423,73
1099_nec_2026_000138_scan_hard_02,1099_nec_2026_000138,1099_nec,validation,hard,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000138_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000138_scan_hard_02.json,1.3743,1.2624,9.035,63
1099_nec_2026_000139_scan_mild_01,1099_nec_2026_000139,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000139_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000139_scan_mild_01.json,1.2491,0.6285,2.0711,83
1099_nec_2026_000139_scan_hard_02,1099_nec_2026_000139,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000139_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000139_scan_hard_02.json,0.8995,1.2479,5.373,57
1099_nec_2026_000140_scan_mild_01,1099_nec_2026_000140,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000140_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000140_scan_mild_01.json,-0.7339,0.2606,4.4451,72
1099_nec_2026_000140_scan_hard_02,1099_nec_2026_000140,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000140_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000140_scan_hard_02.json,-1.5503,1.1461,8.8657,63
1099_nec_2026_000141_scan_mild_01,1099_nec_2026_000141,1099_nec,test,mild,data\processed\irs_scan_variants\1099_nec\test\1099_nec_2026_000141_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\test\1099_nec_2026_000141_scan_mild_01.json,1.0556,0.3378,3.1322,79
1099_nec_2026_000141_scan_hard_02,1099_nec_2026_000141,1099_nec,test,hard,data\processed\irs_scan_variants\1099_nec\test\1099_nec_2026_000141_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\test\1099_nec_2026_000141_scan_hard_02.json,0.9364,0.6625,6.7407,51
1099_nec_2026_000142_scan_mild_01,1099_nec_2026_000142,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000142_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000142_scan_mild_01.json,0.7244,0.4236,4.2023,82
1099_nec_2026_000142_scan_hard_02,1099_nec_2026_000142,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000142_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000142_scan_hard_02.json,-1.8125,0.7577,7.1614,49
1099_nec_2026_000143_scan_mild_01,1099_nec_2026_000143,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000143_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000143_scan_mild_01.json,0.0441,0.4573,4.9909,76
1099_nec_2026_000143_scan_hard_02,1099_nec_2026_000143,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000143_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000143_scan_hard_02.json,-0.7237,1.0629,6.9173,70
1099_nec_2026_000144_scan_mild_01,1099_nec_2026_000144,1099_nec,test,mild,data\processed\irs_scan_variants\1099_nec\test\1099_nec_2026_000144_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\test\1099_nec_2026_000144_scan_mild_01.json,-0.3321,0.1581,2.6852,82
1099_nec_2026_000144_scan_hard_02,1099_nec_2026_000144,1099_nec,test,hard,data\processed\irs_scan_variants\1099_nec\test\1099_nec_2026_000144_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\test\1099_nec_2026_000144_scan_hard_02.json,0.8443,0.8263,6.0163,61
1099_nec_2026_000145_scan_mild_01,1099_nec_2026_000145,1099_nec,test,mild,data\processed\irs_scan_variants\1099_nec\test\1099_nec_2026_000145_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\test\1099_nec_2026_000145_scan_mild_01.json,-0.5015,0.2323,3.0645,73
1099_nec_2026_000145_scan_hard_02,1099_nec_2026_000145,1099_nec,test,hard,data\processed\irs_scan_variants\1099_nec\test\1099_nec_2026_000145_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\test\1099_nec_2026_000145_scan_hard_02.json,1.7227,0.8574,5.4808,50
1099_nec_2026_000146_scan_mild_01,1099_nec_2026_000146,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000146_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000146_scan_mild_01.json,-0.1873,0.2436,2.9563,79
1099_nec_2026_000146_scan_hard_02,1099_nec_2026_000146,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000146_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000146_scan_hard_02.json,-1.7741,0.8969,7.1646,57
1099_nec_2026_000147_scan_mild_01,1099_nec_2026_000147,1099_nec,validation,mild,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000147_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000147_scan_mild_01.json,0.2524,0.1598,3.7438,74
1099_nec_2026_000147_scan_hard_02,1099_nec_2026_000147,1099_nec,validation,hard,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000147_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000147_scan_hard_02.json,0.3199,0.9183,8.591,54
1099_nec_2026_000148_scan_mild_01,1099_nec_2026_000148,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000148_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000148_scan_mild_01.json,-0.7992,0.636,4.9119,89
1099_nec_2026_000148_scan_hard_02,1099_nec_2026_000148,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000148_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000148_scan_hard_02.json,-1.6817,0.8634,9.2191,51
1099_nec_2026_000149_scan_mild_01,1099_nec_2026_000149,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000149_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000149_scan_mild_01.json,0.3079,0.1589,2.5641,89
1099_nec_2026_000149_scan_hard_02,1099_nec_2026_000149,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000149_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000149_scan_hard_02.json,2.4885,0.7877,8.7711,63
1099_nec_2026_000150_scan_mild_01,1099_nec_2026_000150,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000150_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000150_scan_mild_01.json,0.9299,0.266,3.4427,82
1099_nec_2026_000150_scan_hard_02,1099_nec_2026_000150,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000150_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000150_scan_hard_02.json,-2.4618,1.1865,6.2587,56
1099_nec_2026_000151_scan_mild_01,1099_nec_2026_000151,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000151_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000151_scan_mild_01.json,1.2237,0.3067,2.2658,78
1099_nec_2026_000151_scan_hard_02,1099_nec_2026_000151,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000151_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000151_scan_hard_02.json,-2.3185,1.0699,9.2687,59
1099_nec_2026_000152_scan_mild_01,1099_nec_2026_000152,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000152_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000152_scan_mild_01.json,0.7473,0.4432,3.3407,85
1099_nec_2026_000152_scan_hard_02,1099_nec_2026_000152,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000152_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000152_scan_hard_02.json,-2.1677,0.7036,9.1196,50
1099_nec_2026_000153_scan_mild_01,1099_nec_2026_000153,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000153_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000153_scan_mild_01.json,0.3198,0.4351,2.277,84
1099_nec_2026_000153_scan_hard_02,1099_nec_2026_000153,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000153_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000153_scan_hard_02.json,-1.0469,1.1856,7.6009,68
1099_nec_2026_000154_scan_mild_01,1099_nec_2026_000154,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000154_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000154_scan_mild_01.json,-0.3038,0.3831,2.4824,87
1099_nec_2026_000154_scan_hard_02,1099_nec_2026_000154,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000154_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000154_scan_hard_02.json,1.4418,1.2759,5.7912,57
1099_nec_2026_000155_scan_mild_01,1099_nec_2026_000155,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000155_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000155_scan_mild_01.json,-0.7902,0.5538,2.8935,86
1099_nec_2026_000155_scan_hard_02,1099_nec_2026_000155,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000155_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000155_scan_hard_02.json,-1.373,0.8418,8.6965,63
1099_nec_2026_000156_scan_mild_01,1099_nec_2026_000156,1099_nec,validation,mild,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000156_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000156_scan_mild_01.json,0.2644,0.5513,4.0405,84
1099_nec_2026_000156_scan_hard_02,1099_nec_2026_000156,1099_nec,validation,hard,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000156_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000156_scan_hard_02.json,-1.9184,0.9266,8.7688,63
1099_nec_2026_000157_scan_mild_01,1099_nec_2026_000157,1099_nec,test,mild,data\processed\irs_scan_variants\1099_nec\test\1099_nec_2026_000157_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\test\1099_nec_2026_000157_scan_mild_01.json,0.5633,0.5845,2.3864,76
1099_nec_2026_000157_scan_hard_02,1099_nec_2026_000157,1099_nec,test,hard,data\processed\irs_scan_variants\1099_nec\test\1099_nec_2026_000157_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\test\1099_nec_2026_000157_scan_hard_02.json,-0.3123,1.3028,9.5995,67
1099_nec_2026_000158_scan_mild_01,1099_nec_2026_000158,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000158_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000158_scan_mild_01.json,0.3807,0.2781,2.5354,72
1099_nec_2026_000158_scan_hard_02,1099_nec_2026_000158,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000158_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000158_scan_hard_02.json,0.1585,1.2016,7.3369,53
1099_nec_2026_000159_scan_mild_01,1099_nec_2026_000159,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000159_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000159_scan_mild_01.json,-1.0394,0.3141,3.5988,88
1099_nec_2026_000159_scan_hard_02,1099_nec_2026_000159,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000159_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000159_scan_hard_02.json,-0.0314,0.8446,5.9088,60
1099_nec_2026_000160_scan_mild_01,1099_nec_2026_000160,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000160_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000160_scan_mild_01.json,-0.6521,0.5791,2.5511,73
1099_nec_2026_000160_scan_hard_02,1099_nec_2026_000160,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000160_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000160_scan_hard_02.json,-0.6206,0.6601,9.6067,53
1099_nec_2026_000161_scan_mild_01,1099_nec_2026_000161,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000161_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000161_scan_mild_01.json,-0.3745,0.5577,2.4361,84
1099_nec_2026_000161_scan_hard_02,1099_nec_2026_000161,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000161_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000161_scan_hard_02.json,-2.0351,0.8746,5.3072,65
1099_nec_2026_000162_scan_mild_01,1099_nec_2026_000162,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000162_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000162_scan_mild_01.json,-0.07,0.5914,3.472,77
1099_nec_2026_000162_scan_hard_02,1099_nec_2026_000162,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000162_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000162_scan_hard_02.json,0.4616,0.9445,7.9694,55
1099_nec_2026_000163_scan_mild_01,1099_nec_2026_000163,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000163_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000163_scan_mild_01.json,0.0675,0.5282,2.1872,73
1099_nec_2026_000163_scan_hard_02,1099_nec_2026_000163,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000163_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000163_scan_hard_02.json,-0.3827,1.1081,7.5809,50
1099_nec_2026_000164_scan_mild_01,1099_nec_2026_000164,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000164_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000164_scan_mild_01.json,0.3871,0.625,3.2002,73
1099_nec_2026_000164_scan_hard_02,1099_nec_2026_000164,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000164_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000164_scan_hard_02.json,-0.1814,0.9919,7.6936,66
1099_nec_2026_000165_scan_mild_01,1099_nec_2026_000165,1099_nec,validation,mild,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000165_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000165_scan_mild_01.json,1.1873,0.2166,4.2664,78
1099_nec_2026_000165_scan_hard_02,1099_nec_2026_000165,1099_nec,validation,hard,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000165_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000165_scan_hard_02.json,2.4611,1.0375,5.2183,65
1099_nec_2026_000166_scan_mild_01,1099_nec_2026_000166,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000166_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000166_scan_mild_01.json,1.1531,0.4115,2.7323,72
1099_nec_2026_000166_scan_hard_02,1099_nec_2026_000166,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000166_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000166_scan_hard_02.json,0.5162,1.247,8.0423,65
1099_nec_2026_000167_scan_mild_01,1099_nec_2026_000167,1099_nec,validation,mild,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000167_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000167_scan_mild_01.json,0.684,0.1799,4.9176,90
1099_nec_2026_000167_scan_hard_02,1099_nec_2026_000167,1099_nec,validation,hard,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000167_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000167_scan_hard_02.json,0.7399,1.1212,7.0264,53
1099_nec_2026_000168_scan_mild_01,1099_nec_2026_000168,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000168_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000168_scan_mild_01.json,1.2288,0.491,2.6336,90
1099_nec_2026_000168_scan_hard_02,1099_nec_2026_000168,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000168_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000168_scan_hard_02.json,0.1332,1.2143,5.558,52
1099_nec_2026_000169_scan_mild_01,1099_nec_2026_000169,1099_nec,validation,mild,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000169_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000169_scan_mild_01.json,-0.9272,0.3649,4.8761,87
1099_nec_2026_000169_scan_hard_02,1099_nec_2026_000169,1099_nec,validation,hard,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000169_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000169_scan_hard_02.json,2.3786,1.3365,8.0102,48
1099_nec_2026_000170_scan_mild_01,1099_nec_2026_000170,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000170_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000170_scan_mild_01.json,1.1491,0.4043,4.3703,80
1099_nec_2026_000170_scan_hard_02,1099_nec_2026_000170,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000170_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000170_scan_hard_02.json,0.3415,0.8586,7.5523,70
1099_nec_2026_000171_scan_mild_01,1099_nec_2026_000171,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000171_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000171_scan_mild_01.json,0.8524,0.1932,2.4265,90
1099_nec_2026_000171_scan_hard_02,1099_nec_2026_000171,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000171_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000171_scan_hard_02.json,1.8858,0.7462,9.136,69
1099_nec_2026_000172_scan_mild_01,1099_nec_2026_000172,1099_nec,test,mild,data\processed\irs_scan_variants\1099_nec\test\1099_nec_2026_000172_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\test\1099_nec_2026_000172_scan_mild_01.json,0.1839,0.4701,2.109,85
1099_nec_2026_000172_scan_hard_02,1099_nec_2026_000172,1099_nec,test,hard,data\processed\irs_scan_variants\1099_nec\test\1099_nec_2026_000172_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\test\1099_nec_2026_000172_scan_hard_02.json,1.3121,0.8577,5.9712,53
